project_code,project_name,project_type,sector,state_name,district_name,latitude,longitude,total_acreage_ha,num_land_parcels,affected_families,project_cost_cr,private_to_govt_ratio,sc_st_land_percentage,multi_crop_irrigated_percentage,required_consent_percentage,non_owner_to_owner_paf_ratio,circle_rate_disparity_ratio,rr_cost_share_percentage,rural_multiplier_factor,district_litigation_rate,revenue_staff_vacancy_rate,avg_s15_resolution_days,days_since_s11,s11_notification_date,primary_delay_cause,delay_probability,delay_target
PRJ-WAT-HOO-2026-2502,Hooghly Multi-Purpose Irrigation Dam & Canal (Package 3),Multi-Purpose Irrigation Dam & Canal,Water Resources,West Bengal,Hooghly,22.8764,88.3139,473.3,706,1390,1750.3,3.3,9.5,62.9,0,0.49,1.21,8.0,1.25,12.9,11.2,75.0,59,2026-07-23,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0951,0
PRJ-TRA-CHE-2026-2503,Chennai Dedicated Freight Railway Corridor (Package 4),Dedicated Freight Railway Corridor,Transport,Tamil Nadu,Chennai,13.1404,80.2768,1073.1,2764,7407,8117.9,4.77,0.5,18.3,70,0.63,2.77,9.8,1.0,17.4,50.2,106.3,184,2026-03-20,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8648,1
PRJ-ENE-NAS-2026-2504,Nashik Ultra Mega Solar Renewable Energy Park (Package 4),Ultra Mega Solar Renewable Energy Park,Energy,Maharashtra,Nashik,19.9622,73.8569,2194.6,3821,8758,9236.1,3.18,8.5,34.7,0,0.55,2.04,12.2,1.25,13.7,31.0,94.4,298,2025-11-26,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.4423,0
PRJ-ENE-BEL-2026-2505,Belagavi Ultra Mega Solar Renewable Energy Park (Package 4),Ultra Mega Solar Renewable Energy Park,Energy,Karnataka,Belagavi,15.8982,74.497,2645.1,3333,8685,7140.2,3.5,17.7,54.3,0,0.41,1.53,15.5,1.75,9.4,10.2,80.5,159,2026-04-14,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1885,0
PRJ-WAT-BUR-2026-2506,Burdwan Multi-Purpose Irrigation Dam & Canal (Package 2),Multi-Purpose Irrigation Dam & Canal,Water Resources,West Bengal,Burdwan,23.223,87.8717,1217.0,3671,8656,4651.3,2.3,8.2,62.9,0,0.34,1.69,17.3,1.25,12.5,17.9,75.3,269,2025-12-25,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2671,0
PRJ-TRA-SON-2026-2507,Sonbhadra Dedicated Freight Railway Corridor (Package 4),Dedicated Freight Railway Corridor,Transport,Uttar Pradesh,Sonbhadra,24.7626,83.073,1386.7,1838,3001,7198.3,2.13,34.7,12.6,80,0.67,1.38,17.2,2.0,6.5,12.9,53.6,325,2025-10-30,Section 19(2) 12-Month Statutory Deadline Proximity,0.8388,1
PRJ-TRA-PUR-2026-2508,Purba Medinipur National Highway Expressway Corridor (Package 4),National Highway Expressway Corridor,Transport,West Bengal,Purba Medinipur,21.9634,87.7615,206.3,400,508,1567.0,3.03,4.9,59.7,70,0.06,1.84,14.9,1.5,12.1,36.6,85.6,96,2026-06-16,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2953,0
PRJ-TRA-NOI-2026-2509,Noida Dedicated Freight Railway Corridor (Package 3),Dedicated Freight Railway Corridor,Transport,Uttar Pradesh,Noida,28.5953,77.352,637.6,1327,2379,3049.8,5.33,0.5,6.4,70,0.68,3.73,9.1,1.0,21.0,9.6,83.5,393,2025-08-23,Section 19(2) 12-Month Statutory Deadline Proximity,0.9975,1
PRJ-TRA-GAD-2026-2510,Gadchiroli National Highway Expressway Corridor (Package 3),National Highway Expressway Corridor,Transport,Maharashtra,Gadchiroli,20.2055,80.0326,663.9,1029,2798,2585.3,1.32,44.9,3.9,70,0.15,1.45,23.4,1.75,6.3,30.1,68.5,422,2025-07-25,Section 19(2) 12-Month Statutory Deadline Proximity,0.8579,1
PRJ-TRA-SAL-2026-2511,Salem National Highway Expressway Corridor (Package 1),National Highway Expressway Corridor,Transport,Tamil Nadu,Salem,11.6712,78.1479,348.9,779,1221,2306.6,3.01,5.2,41.3,80,0.12,2.41,13.5,1.25,12.1,30.6,73.5,204,2026-02-28,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8599,1
PRJ-TRA-NAG-2026-2512,Nagpur High-Speed Rail Transit Link (Package 4),High-Speed Rail Transit Link,Transport,Maharashtra,Nagpur,21.1729,79.1106,127.0,186,299,724.2,3.23,20.0,20.6,80,0.49,1.31,13.6,1.75,10.0,25.3,69.3,109,2026-06-03,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1161,0
PRJ-URB-AHM-2026-2513,Ahmedabad Industrial Mega Smart City Hub (Package 1),Industrial Mega Smart City Hub,Urban Development,Gujarat,Ahmedabad,23.0583,72.5546,1468.8,3562,4387,4271.6,4.66,5.4,11.8,80,0.19,2.48,7.7,1.25,10.9,21.3,76.7,128,2026-05-15,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2619,0
PRJ-TRA-SON-2026-2514,Sonbhadra Dedicated Freight Railway Corridor (Package 3),Dedicated Freight Railway Corridor,Transport,Uttar Pradesh,Sonbhadra,24.7078,83.1152,695.9,995,1497,4887.6,1.77,31.7,7.7,70,0.39,1.55,22.6,2.0,6.3,24.2,64.9,230,2026-02-02,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0998,0
PRJ-TRA-KUT-2026-2515,Kutch High-Speed Rail Transit Link (Package 2),High-Speed Rail Transit Link,Transport,Gujarat,Kutch,23.1622,69.645,229.2,455,1222,805.2,1.97,29.9,6.1,80,0.15,1.27,22.1,2.0,2.2,29.4,51.8,143,2026-04-30,Cadastral Boundary Verification & Normal Progress,0.074,0
PRJ-WAT-BEL-2026-2516,Belagavi Multi-Purpose Irrigation Dam & Canal (Package 4),Multi-Purpose Irrigation Dam & Canal,Water Resources,Karnataka,Belagavi,15.8035,74.4782,981.0,2980,3745,3972.9,2.93,20.1,53.6,0,0.19,1.9,14.6,1.25,14.4,20.0,71.0,448,2025-06-29,Section 19(2) 12-Month Statutory Deadline Proximity,0.9621,1
PRJ-WAT-BEN-2026-2517,Bengaluru Urban Multi-Purpose Irrigation Dam & Canal (Package 4),Multi-Purpose Irrigation Dam & Canal,Water Resources,Karnataka,Bengaluru Urban,13.0142,77.6191,750.2,1107,1337,3095.2,5.2,0.5,15.9,0,0.57,3.8,20.1,1.0,21.2,42.7,98.5,243,2026-01-20,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9721,1
PRJ-URB-PUN-2026-2518,Pune Industrial Mega Smart City Hub (Package 4),Industrial Mega Smart City Hub,Urban Development,Maharashtra,Pune,18.5779,73.7868,2098.6,3322,4333,14065.9,3.79,1.4,16.9,80,0.17,2.41,15.4,1.0,18.9,10.1,92.8,331,2025-10-24,Section 19(2) 12-Month Statutory Deadline Proximity,0.9919,1
PRJ-URB-NAS-2026-2519,Nashik Industrial Mega Smart City Hub (Package 1),Industrial Mega Smart City Hub,Urban Development,Maharashtra,Nashik,19.989,73.8505,1953.4,1556,2346,6190.9,3.24,16.5,33.6,70,0.57,2.42,17.6,1.5,15.2,44.9,89.2,25,2026-08-26,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.5859,1
PRJ-TRA-BHA-2026-2520,Bharuch National Highway Expressway Corridor (Package 2),National Highway Expressway Corridor,Transport,Gujarat,Bharuch,21.6395,72.9428,696.3,1241,3496,2379.2,3.32,7.6,33.7,70,0.64,2.51,16.8,1.25,14.2,39.2,98.5,376,2025-09-09,Section 19(2) 12-Month Statutory Deadline Proximity,0.9944,1
PRJ-ENE-CHE-2026-2521,Chennai Ultra Mega Solar Renewable Energy Park (Package 3),Ultra Mega Solar Renewable Energy Park,Energy,Tamil Nadu,Chennai,13.1616,80.2301,1039.1,2493,7703,4818.3,5.2,8.1,13.5,0,0.05,3.02,24.2,1.0,16.2,39.6,93.7,198,2026-03-06,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8459,1
PRJ-ENE-BUR-2026-2522,Burdwan Ultra Mega Solar Renewable Energy Park (Package 3),Ultra Mega Solar Renewable Energy Park,Energy,West Bengal,Burdwan,23.2662,87.8755,1736.9,5596,6904,6463.1,4.17,14.4,61.1,0,0.21,1.61,4.0,1.5,12.3,37.9,86.2,163,2026-04-10,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.4151,0
PRJ-WAT-GAD-2026-2523,Gadchiroli Multi-Purpose Irrigation Dam & Canal (Package 4),Multi-Purpose Irrigation Dam & Canal,Water Resources,Maharashtra,Gadchiroli,20.1801,79.9943,1329.0,2145,5037,4349.6,2.79,45.8,16.4,0,0.29,1.53,16.7,2.0,4.4,10.8,51.8,392,2025-08-24,Section 19(2) 12-Month Statutory Deadline Proximity,0.7678,1
PRJ-URB-PUN-2026-2524,Pune Industrial Mega Smart City Hub (Package 3),Industrial Mega Smart City Hub,Urban Development,Maharashtra,Pune,18.4457,73.7832,1007.2,1236,1943,7793.1,4.05,10.8,19.9,80,0.68,2.82,17.6,1.25,14.6,29.8,80.1,333,2025-10-22,Section 19(2) 12-Month Statutory Deadline Proximity,0.9971,1
PRJ-TRA-GAD-2026-2525,Gadchiroli High-Speed Rail Transit Link (Package 1),High-Speed Rail Transit Link,Transport,Maharashtra,Gadchiroli,20.2207,80.0206,546.1,1160,3314,2861.3,1.05,51.3,3.5,80,0.05,2.08,24.6,2.0,7.5,45.8,82.1,209,2026-02-23,Section 41/42 Gram Sabha Consent Impasse,0.8009,1
PRJ-WAT-BEN-2026-2526,Bengaluru Urban Multi-Purpose Irrigation Dam & Canal (Package 3),Multi-Purpose Irrigation Dam & Canal,Water Resources,Karnataka,Bengaluru Urban,12.9474,77.5346,201.1,369,550,674.6,5.17,0.5,13.8,0,0.09,3.47,16.0,1.25,22.2,10.6,78.6,171,2026-04-02,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8331,1
PRJ-URB-PUR-2026-2527,Purba Medinipur Industrial Mega Smart City Hub (Package 2),Industrial Mega Smart City Hub,Urban Development,West Bengal,Purba Medinipur,22.0083,87.7176,1235.2,3797,11204,10223.9,3.63,10.3,58.0,80,0.22,1.94,16.5,1.25,12.1,33.0,94.1,388,2025-08-28,Section 19(2) 12-Month Statutory Deadline Proximity,0.9926,1
PRJ-WAT-AHM-2026-2528,Ahmedabad Multi-Purpose Irrigation Dam & Canal (Package 2),Multi-Purpose Irrigation Dam & Canal,Water Resources,Gujarat,Ahmedabad,23.0482,72.6432,195.4,279,817,758.3,3.88,11.7,14.5,0,0.44,2.74,10.1,1.0,13.4,30.8,80.4,180,2026-03-24,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.7244,1
PRJ-URB-NAG-2026-2529,Nagpur Industrial Mega Smart City Hub (Package 3),Industrial Mega Smart City Hub,Urban Development,Maharashtra,Nagpur,21.1695,79.0558,1472.8,1708,4886,3792.8,2.28,15.7,17.7,70,0.22,1.83,20.5,1.5,9.9,18.7,58.2,145,2026-04-28,Cadastral Boundary Verification & Normal Progress,0.0722,0
PRJ-TRA-CUT-2026-2530,Cuttack Dedicated Freight Railway Corridor (Package 1),Dedicated Freight Railway Corridor,Transport,Odisha,Cuttack,20.3969,85.8231,1339.5,1604,4209,4003.6,2.55,24.1,23.6,80,0.65,1.48,21.5,1.5,10.8,41.1,78.2,22,2026-08-29,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1385,0
PRJ-TRA-SAL-2026-2531,Salem High-Speed Rail Transit Link (Package 4),High-Speed Rail Transit Link,Transport,Tamil Nadu,Salem,11.7079,78.1433,232.7,697,1547,1688.4,4.14,10.1,48.0,70,0.23,2.23,27.5,1.25,10.9,43.5,82.8,301,2025-11-23,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.5551,1
PRJ-ENE-SON-2026-2532,Sonbhadra Ultra Mega Solar Renewable Energy Park (Package 3),Ultra Mega Solar Renewable Energy Park,Energy,Uttar Pradesh,Sonbhadra,24.7385,83.0949,2574.3,3939,11754,15436.7,2.46,34.4,0.0,0,0.05,1.61,12.8,2.0,7.3,28.1,76.7,221,2026-02-11,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1008,0
PRJ-TRA-MYS-2026-2533,Mysuru National Highway Expressway Corridor (Package 2),National Highway Expressway Corridor,Transport,Karnataka,Mysuru,12.321,76.632,275.2,646,887,1428.8,2.31,13.3,17.2,80,0.63,2.16,15.6,1.25,12.3,46.8,74.8,123,2026-05-20,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.437,1
PRJ-URB-PUR-2026-2534,Purba Medinipur Industrial Mega Smart City Hub (Package 2),Industrial Mega Smart City Hub,Urban Development,West Bengal,Purba Medinipur,22.026,87.7301,1699.2,4530,11127,6311.3,2.46,0.8,60.9,80,0.47,1.79,11.6,1.25,16.4,15.3,70.4,274,2025-12-20,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.5749,1
PRJ-TRA-BEN-2026-2535,Bengaluru Urban High-Speed Rail Transit Link (Package 1),High-Speed Rail Transit Link,Transport,Karnataka,Bengaluru Urban,12.9994,77.5498,206.4,276,588,1380.0,5.06,7.4,13.3,80,0.25,3.21,12.0,1.0,19.1,22.6,81.4,374,2025-09-11,Section 19(2) 12-Month Statutory Deadline Proximity,0.9985,1
PRJ-ENE-KAN-2026-2536,Kanpur Ultra Mega Solar Renewable Energy Park (Package 4),Ultra Mega Solar Renewable Energy Park,Energy,Uttar Pradesh,Kanpur,26.3911,80.3702,1663.4,3105,4969,5605.2,4.25,12.2,22.2,70,0.59,2.05,15.1,1.75,14.4,34.2,80.1,422,2025-07-25,Section 19(2) 12-Month Statutory Deadline Proximity,0.96,1
PRJ-TRA-NOI-2026-2537,Noida Dedicated Freight Railway Corridor (Package 4),Dedicated Freight Railway Corridor,Transport,Uttar Pradesh,Noida,28.5484,77.3631,734.0,1742,4589,4311.2,5.62,0.5,11.6,70,0.15,3.64,16.7,1.25,16.7,31.2,93.3,436,2025-07-11,Section 19(2) 12-Month Statutory Deadline Proximity,0.9982,1
PRJ-TRA-MYS-2026-2538,Mysuru National Highway Expressway Corridor (Package 4),National Highway Expressway Corridor,Transport,Karnataka,Mysuru,12.2802,76.5702,688.0,1095,2937,5471.6,3.3,5.1,19.7,80,0.62,2.1,12.5,1.75,8.8,32.1,72.5,279,2025-12-15,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.5164,0
PRJ-TRA-CUT-2026-2539,Cuttack National Highway Expressway Corridor (Package 2),National Highway Expressway Corridor,Transport,Odisha,Cuttack,20.4957,85.9573,565.9,1047,2316,3768.3,2.27,14.6,24.4,80,0.69,2.06,14.2,1.25,12.0,24.2,68.6,193,2026-03-11,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.4141,0
PRJ-TRA-NOI-2026-2540,Noida High-Speed Rail Transit Link (Package 4),High-Speed Rail Transit Link,Transport,Uttar Pradesh,Noida,28.5841,77.3758,356.8,473,1455,1672.7,6.5,3.3,16.9,80,0.6,3.47,16.5,1.25,19.3,5.2,76.0,118,2026-05-25,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.888,1
PRJ-TRA-SON-2026-2541,Sonbhadra Dedicated Freight Railway Corridor (Package 2),Dedicated Freight Railway Corridor,Transport,Uttar Pradesh,Sonbhadra,24.6355,83.0254,808.6,608,1217,2833.5,1.67,35.8,3.0,70,0.82,1.36,26.2,2.0,9.7,6.8,57.5,186,2026-03-18,Cadastral Boundary Verification & Normal Progress,0.0571,0
PRJ-TRA-BUR-2026-2542,Burdwan Dedicated Freight Railway Corridor (Package 2),Dedicated Freight Railway Corridor,Transport,West Bengal,Burdwan,23.2867,87.8771,1153.4,2871,5258,8175.9,2.41,15.0,72.5,80,0.32,1.67,20.0,1.5,8.1,16.8,60.2,442,2025-07-05,Section 19(2) 12-Month Statutory Deadline Proximity,0.9714,1
PRJ-URB-BUR-2026-2543,Burdwan Industrial Mega Smart City Hub (Package 3),Industrial Mega Smart City Hub,Urban Development,West Bengal,Burdwan,23.2042,87.8017,1393.2,1573,3930,6225.8,2.98,10.5,59.5,80,0.1,1.97,15.5,1.25,12.5,41.1,97.4,40,2026-08-11,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2913,0
PRJ-TRA-GAD-2026-2544,Gadchiroli Dedicated Freight Railway Corridor (Package 1),Dedicated Freight Railway Corridor,Transport,Maharashtra,Gadchiroli,20.1303,79.969,1341.9,1208,3847,4367.5,1.94,44.4,15.4,70,0.36,1.89,21.6,1.75,7.0,6.0,64.4,164,2026-04-09,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0784,0
PRJ-WAT-AHM-2026-2545,Ahmedabad Multi-Purpose Irrigation Dam & Canal (Package 2),Multi-Purpose Irrigation Dam & Canal,Water Resources,Gujarat,Ahmedabad,23.089,72.6053,1045.7,1713,4602,3983.1,4.12,7.7,9.4,0,0.19,2.64,18.5,1.0,15.2,15.2,77.3,338,2025-10-17,Section 19(2) 12-Month Statutory Deadline Proximity,0.9812,1
PRJ-ENE-VAR-2026-2546,Varanasi Ultra Mega Solar Renewable Energy Park (Package 4),Ultra Mega Solar Renewable Energy Park,Energy,Uttar Pradesh,Varanasi,25.3226,82.9154,1244.6,3836,9941,7399.8,3.92,11.1,65.6,0,0.39,2.4,21.0,1.75,13.2,21.0,77.3,294,2025-11-30,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9452,1
PRJ-TRA-PUR-2026-2547,Purba Medinipur National Highway Expressway Corridor (Package 4),National Highway Expressway Corridor,Transport,West Bengal,Purba Medinipur,21.9944,87.8443,468.2,1660,4498,2013.8,2.18,2.5,57.2,80,0.25,2.11,16.6,1.5,17.2,48.8,95.6,63,2026-07-19,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.4889,1
PRJ-WAT-VAR-2026-2548,Varanasi Multi-Purpose Irrigation Dam & Canal (Package 4),Multi-Purpose Irrigation Dam & Canal,Water Resources,Uttar Pradesh,Varanasi,25.3646,82.9051,180.7,478,580,1305.3,3.83,9.6,56.4,0,0.05,1.83,7.6,1.25,15.0,19.0,73.9,304,2025-11-20,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.6209,1
PRJ-TRA-BUR-2026-2549,Burdwan Dedicated Freight Railway Corridor (Package 2),Dedicated Freight Railway Corridor,Transport,West Bengal,Burdwan,23.2823,87.8735,563.3,1706,3687,2024.0,2.45,11.0,61.4,70,0.41,1.33,17.0,1.25,8.6,27.3,65.5,171,2026-04-02,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1002,0
PRJ-URB-KAN-2026-2550,Kanpur Industrial Mega Smart City Hub (Package 1),Industrial Mega Smart City Hub,Urban Development,Uttar Pradesh,Kanpur,26.5215,80.3857,1514.7,3830,5300,4739.8,2.99,1.5,32.1,80,0.59,2.57,20.9,1.25,11.6,28.0,70.2,46,2026-08-05,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2784,0
PRJ-TRA-KAN-2026-2551,Kanpur High-Speed Rail Transit Link (Package 1),High-Speed Rail Transit Link,Transport,Uttar Pradesh,Kanpur,26.4047,80.2713,242.2,610,1098,1249.3,3.84,7.5,17.4,80,0.41,2.0,13.6,1.25,12.0,40.7,79.2,91,2026-06-21,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.26,0
PRJ-TRA-SUN-2026-2552,Sundargarh National Highway Expressway Corridor (Package 3),National Highway Expressway Corridor,Transport,Odisha,Sundargarh,22.1018,84.0382,562.6,1272,3278,2016.8,2.6,36.8,5.7,80,0.38,2.25,29.2,2.0,9.4,13.5,59.0,409,2025-08-07,Section 19(2) 12-Month Statutory Deadline Proximity,0.9675,1
PRJ-TRA-BEN-2026-2553,Bengaluru Urban National Highway Expressway Corridor (Package 1),National Highway Expressway Corridor,Transport,Karnataka,Bengaluru Urban,13.0219,77.556,648.7,911,1285,4168.5,5.62,4.3,8.9,80,0.42,3.1,14.8,1.25,22.2,37.7,90.5,107,2026-06-05,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9281,1
PRJ-TRA-KAN-2026-2554,Kanpur High-Speed Rail Transit Link (Package 1),High-Speed Rail Transit Link,Transport,Uttar Pradesh,Kanpur,26.4453,80.3496,498.2,740,1282,1747.6,3.22,14.4,25.8,70,0.61,2.3,12.0,1.5,14.0,5.8,72.1,348,2025-10-07,Section 19(2) 12-Month Statutory Deadline Proximity,0.9773,1
PRJ-TRA-NAS-2026-2555,Nashik National Highway Expressway Corridor (Package 3),National Highway Expressway Corridor,Transport,Maharashtra,Nashik,20.0654,73.7154,579.7,526,930,2496.1,3.11,9.0,21.6,70,0.55,1.94,4.0,1.25,14.0,45.5,83.1,115,2026-05-28,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1832,0
PRJ-URB-BHA-2026-2556,Bharuch Industrial Mega Smart City Hub (Package 2),Industrial Mega Smart City Hub,Urban Development,Gujarat,Bharuch,21.7182,72.9261,376.7,394,1012,3122.3,3.83,16.2,26.9,70,0.74,2.24,8.4,1.5,16.4,15.5,77.6,377,2025-09-08,Section 19(2) 12-Month Statutory Deadline Proximity,0.9888,1
PRJ-TRA-NOI-2026-2557,Noida Dedicated Freight Railway Corridor (Package 4),Dedicated Freight Railway Corridor,Transport,Uttar Pradesh,Noida,28.528,77.4217,293.7,326,577,1447.6,5.32,0.5,18.5,80,0.19,3.55,14.7,1.25,23.2,36.0,94.1,29,2026-08-22,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9247,1
PRJ-ENE-NOI-2026-2558,Noida Ultra Mega Solar Renewable Energy Park (Package 2),Ultra Mega Solar Renewable Energy Park,Energy,Uttar Pradesh,Noida,28.5185,77.4232,814.8,1422,3463,6572.6,5.41,0.5,10.3,70,0.39,3.72,9.2,1.25,20.4,15.5,72.5,127,2026-05-16,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8318,1
PRJ-URB-SUN-2026-2559,Sundargarh Industrial Mega Smart City Hub (Package 3),Industrial Mega Smart City Hub,Urban Development,Odisha,Sundargarh,22.0424,84.0897,570.9,919,1607,2724.2,1.74,47.6,11.3,80,0.34,1.87,26.7,1.75,14.2,36.4,86.6,107,2026-06-05,Section 41/42 Gram Sabha Consent Impasse,0.6954,1
PRJ-TRA-NAG-2026-2560,Nagpur Dedicated Freight Railway Corridor (Package 1),Dedicated Freight Railway Corridor,Transport,Maharashtra,Nagpur,21.184,79.1578,1331.5,998,2772,6411.0,3.0,24.6,22.6,70,1.14,2.53,16.2,1.25,12.7,24.4,73.7,369,2025-09-16,Section 19(2) 12-Month Statutory Deadline Proximity,0.9926,1
PRJ-WAT-SUR-2026-2561,Surat Multi-Purpose Irrigation Dam & Canal (Package 1),Multi-Purpose Irrigation Dam & Canal,Water Resources,Gujarat,Surat,21.1782,72.89,232.5,543,1511,1718.2,5.06,0.5,27.0,0,0.65,3.06,15.0,1.25,16.3,33.2,88.3,49,2026-08-02,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.671,1
PRJ-URB-SON-2026-2562,Sonbhadra Industrial Mega Smart City Hub (Package 3),Industrial Mega Smart City Hub,Urban Development,Uttar Pradesh,Sonbhadra,24.7196,83.0341,582.9,1475,4489,3553.0,2.06,33.2,8.3,80,0.15,1.74,21.6,1.75,4.7,14.7,53.4,37,2026-08-14,Cadastral Boundary Verification & Normal Progress,0.0514,0
PRJ-TRA-BHA-2026-2563,Bharuch Dedicated Freight Railway Corridor (Package 4),Dedicated Freight Railway Corridor,Transport,Gujarat,Bharuch,21.7256,73.0266,1052.8,2044,2723,4603.1,3.66,10.5,19.3,70,0.74,2.6,17.1,1.5,14.0,14.1,78.8,365,2025-09-20,Section 19(2) 12-Month Statutory Deadline Proximity,0.9874,1
PRJ-WAT-CHE-2026-2564,Chennai Multi-Purpose Irrigation Dam & Canal (Package 4),Multi-Purpose Irrigation Dam & Canal,Water Resources,Tamil Nadu,Chennai,13.0326,80.239,1147.6,1225,3875,4097.5,4.94,0.5,14.6,0,0.5,2.75,18.7,1.0,22.2,7.0,76.1,435,2025-07-12,Section 19(2) 12-Month Statutory Deadline Proximity,0.9948,1
PRJ-ENE-SUR-2026-2565,Surat Ultra Mega Solar Renewable Energy Park (Package 1),Ultra Mega Solar Renewable Energy Park,Energy,Gujarat,Surat,21.1593,72.7574,1611.7,2589,5179,7069.6,4.84,11.6,14.5,70,0.75,3.27,20.9,1.0,21.3,17.9,98.3,187,2026-03-17,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8856,1
PRJ-ENE-SON-2026-2566,Sonbhadra Ultra Mega Solar Renewable Energy Park (Package 3),Ultra Mega Solar Renewable Energy Park,Energy,Uttar Pradesh,Sonbhadra,24.6876,83.0848,2161.6,2641,8029,9042.7,2.1,36.5,1.6,70,0.14,1.23,21.2,2.0,5.6,22.2,57.6,437,2025-07-10,Section 19(2) 12-Month Statutory Deadline Proximity,0.7701,1
PRJ-ENE-NAG-2026-2567,Nagpur Ultra Mega Solar Renewable Energy Park (Package 4),Ultra Mega Solar Renewable Energy Park,Energy,Maharashtra,Nagpur,21.1813,79.1419,494.8,871,1686,3980.7,3.42,16.7,30.2,70,0.7,2.08,9.2,1.75,6.8,37.6,72.5,237,2026-01-26,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2819,0
PRJ-WAT-SON-2026-2568,Sonbhadra Multi-Purpose Irrigation Dam & Canal (Package 1),Multi-Purpose Irrigation Dam & Canal,Water Resources,Uttar Pradesh,Sonbhadra,24.6398,83.0804,514.8,1097,2179,1684.6,1.01,35.8,2.7,0,0.41,1.69,20.7,1.75,5.5,29.5,67.3,452,2025-06-25,Section 19(2) 12-Month Statutory Deadline Proximity,0.8955,1
PRJ-WAT-CHE-2026-2569,Chennai Multi-Purpose Irrigation Dam & Canal (Package 1),Multi-Purpose Irrigation Dam & Canal,Water Resources,Tamil Nadu,Chennai,13.0389,80.3056,1044.9,2172,6901,5546.5,4.61,0.5,12.2,0,0.38,3.25,13.8,1.0,20.1,16.8,80.5,101,2026-06-11,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.7093,1
PRJ-TRA-AHM-2026-2570,Ahmedabad High-Speed Rail Transit Link (Package 3),High-Speed Rail Transit Link,Transport,Gujarat,Ahmedabad,23.0149,72.4997,433.7,650,813,1143.2,4.62,4.5,11.4,80,0.71,2.32,13.0,1.25,15.5,21.9,66.4,418,2025-07-29,Section 19(2) 12-Month Statutory Deadline Proximity,0.9962,1
PRJ-WAT-CUT-2026-2571,Cuttack Multi-Purpose Irrigation Dam & Canal (Package 1),Multi-Purpose Irrigation Dam & Canal,Water Resources,Odisha,Cuttack,20.4678,85.8667,412.4,705,1621,3466.2,3.3,14.9,29.0,0,0.78,2.32,15.4,1.5,8.8,32.2,83.6,294,2025-11-30,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.4451,0
PRJ-URB-JHA-2026-2572,Jharsuguda Industrial Mega Smart City Hub (Package 4),Industrial Mega Smart City Hub,Urban Development,Odisha,Jharsuguda,21.7922,84.0291,1385.3,1604,3297,8636.9,2.87,34.8,17.7,80,0.36,1.64,21.9,2.0,11.9,14.2,66.2,187,2026-03-17,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2591,0
PRJ-URB-SAL-2026-2573,Salem Industrial Mega Smart City Hub (Package 3),Industrial Mega Smart City Hub,Urban Development,Tamil Nadu,Salem,11.6096,78.1919,1041.1,1945,6145,5304.0,4.14,8.1,45.8,70,0.54,2.36,10.9,1.5,9.3,21.7,75.4,354,2025-10-01,Section 19(2) 12-Month Statutory Deadline Proximity,0.9225,1
